report_id,instrument,product1_id,product2_id,product3_id,result
Report_1000,Thermocycler TC-5000,6,3,5,59
Report_1000,Titrator T-905,6,1,4,0.008
Report_1000,NMR Spectrometer NMR-500,6,3,5,15.2
Report_1000,Microplate Reader MRX,7,5,,2.3
Report_1000,Mass Spectrometer MS-20,7,4,,345
Report_1000,Spectrometer Alpha-300,7,2,5,530
Report_1000,pH Meter PH-700,7,2,4,6.5
Report_1000,Ion Chromatograph IC-2100,7,5,,0.056
Report_1000,Gas Chromatograph GC-2010,7,4,,200
Report_1000,Liquid Chromatograph LC-400,7,2,5,320
Report_1000,Viscometer VS-300,7,3,,7289.68
Report_1003,Centrifuge X100,7,3,,10500
Report_1003,Rheometer R-4500,7,,,95.3
Report_1003,Centrifuge X100,,,,Data
Report_1003,Centrifuge X100,0,3,4,12000
Report_1003,UV-Vis Spectrophotometer UV-2600,6,2,4,1.5
Report_1003,Microplate Reader MRX,6,2,5,3.2
Report_1003,UV-Vis Spectrophotometer UV-2600,6,1,,2.3
Report_1003,Microplate Reader MRX,7,2,5,1.8
Report_1003,HPLC System HPLC-9000,7,1,4,200.5
Report_1003,pH Meter PH-700,6,2,,7
Report_1003,Centrifuge X100,,,,
Report_1003,Viscometer VS-300,6,1,4,4889.12
Report_1003,Viscometer VS-300,6,1,,4789.59
Report_1003,Viscometer VS-300,6,1,4,4695.28
Report_1003,Centrifuge X100,,,,Sum
Report_1070,Mass Spectrometer MS-20,,,,1350
Report_1070,Titrator T-905,,,,8.45
Report_1070,Centrifuge X100,,,,12000
Report_1070,pH Meter PH-700,,,,6.7
Report_1070,Thermocycler TC-5000,,,,72
Report_1070,Microplate Reader MRX,,,,2.3
Report_1070,X-Ray Diffractometer XRD-6000,,,,60
Report_1070,PCR Machine PCR-96,,,,25
Report_1070,Conductivity Meter CM-215,,,,1500
Report_1081,Microplate Reader MRX,0,4,,2.5
Report_1081,Spectrometer Alpha-300,6,3,5,500
Report_1081,UV-Vis Spectrophotometer UV-2600,0,,,1.7
Report_1081,pH Meter PH-700,7,3,,6.8
Report_1081,Viscometer VS-300,6,3,4,4972.92
Report_1081,Viscometer VS-300,7,1,5,7118.4
Report_1081,Viscometer VS-300,,,,7658.11
Report_1083,Gas Chromatograph GC-2010,6,3,,250 ppm
Report_1083,UV-Vis Spectrophotometer UV-2600,7,2,4,2.5
Report_1083,Ion Chromatograph IC-2100,6,3,4,25
Report_1083,Centrifuge X100,7,1,5,12000
Report_1083,Four Ball FB-1000,0,3,4,0.7
Report_1087,Rheometer R-4500,6,,,300
Report_1087,Thermocycler TC-5000,6,3,4,60
Report_1087,Liquid Chromatograph LC-400,0,2,4,200
Report_1087,Four Ball FB-1000,0,3,4,0.6
Report_1087,NMR Spectrometer NMR-500,6,2,5,15
Report_1087,UV-Vis Spectrophotometer UV-2600,0,5,,2.5
Report_1087,Conductivity Meter CM-215,6,1,,1500
Report_1087,Centrifuge X100,0,2,,12000
Report_1087,Microplate Reader MRX,7,3,,3.2
Report_1087,Spectrometer Alpha-300,6,3,,600
Report_1087,Viscometer VS-300,0,2,5,1983.91
Report_1088,PCR Machine PCR-96,7,3,,22
Report_1088,Ion Chromatograph IC-2100,6,1,4,75.2
Report_1088,Thermocycler TC-5000,0,2,5,37
Report_1088,UV-Vis Spectrophotometer UV-2600,6,5,,1.8
Report_1088,Microplate Reader MRX,6,2,5,3.1
Report_1088,FTIR Spectrometer FTIR-8400,6,3,5,1245
Report_1088,Titrator T-905,7,1,4,0.005
Report_1088,X-Ray Diffractometer XRD-6000,7,1,,110
Report_1088,PCR Machine PCR-96,7,3,,32
Report_1088,Ion Chromatograph IC-2100,0,4,,58.6
Report_1088,Centrifuge X100,0,4,,2611.74
Report_1088,Centrifuge X100,0,2,5,1984.19
Report_1088,Centrifuge X100,6,2,4,5282.12
Report_109,Mass Spectrometer MS-20,0,1,,1250
Report_109,Conductivity Meter CM-215,7,2,,1500
Report_109,Mass Spectrometer MS-20,6,1,4,1100
Report_109,Rheometer R-4500,0,2,5,550
Report_109,UV-Vis Spectrophotometer UV-2600,6,2,5,2.8
Report_109,Rheometer R-4500,0,2,4,700
Report_109,Viscometer VS-300,0,1,5,2978.82
Report_109,Viscometer VS-300,0,3,,2906.76
Report_1106,HPLC System HPLC-9000,6,1,,500
Report_1106,Ion Chromatograph IC-2100,7,4,,50
Report_1106,UV-Vis Spectrophotometer UV-2600,0,,,1.5
Report_1106,Liquid Chromatograph LC-400,6,1,,250
Report_1106,X-Ray Diffractometer XRD-6000,7,,,90
Report_1106,FTIR Spectrometer FTIR-8400,0,,,1000
Report_1106,PCR Machine PCR-96,7,2,,35
Report_1106,Microplate Reader MRX,7,2,,2
Report_1106,Titrator T-905,6,1,,5
Report_1106,Conductivity Meter CM-215,7,,,1500
Report_1125,Conductivity Meter CM-215,6,2,,1542
Report_1125,UV-Vis Spectrophotometer UV-2600,0,2,5,1.87
Report_1125,Four Ball FB-1000,0,3,4,0.675
Report_1162,Mass Spectrometer MS-20,7,,,1500
Report_1162,Liquid Chromatograph LC-400,6,1,4,250
Report_1162,HPLC System HPLC-9000,6,5,,200
Report_1162,Gas Chromatograph GC-2010,6,,,80
Report_1162,UV-Vis Spectrophotometer UV-2600,0,2,,1.8
Report_1162,Titrator T-905,0,1,,0.005
Report_1162,Rheometer R-4500,7,,,500
Report_1162,Viscometer VS-300,6,,,5098.96
Report_1162,Viscometer VS-300,7,4,,7440.05
Report_1162,Viscometer VS-300,7,2,5,7694.27
Report_1172,Mass Spectrometer MS-20,7,3,5,845
Report_1172,Mass Spectrometer MS-20,6,5,,1958
Report_1172,Viscometer VS-300,6,1,,4804.3
Report_1172,Four Ball FB-1000,6,3,5,0.75
Report_1172,Four Ball FB-1000,6,4,,0.65
Report_1172,Conductivity Meter CM-215,7,5,,520
Report_1172,HPLC System HPLC-9000,0,3,5,150
Report_1172,NMR Spectrometer NMR-500,0,1,5,12
Report_1172,Gas Chromatograph GC-2010,0,2,,0.75
Report_1185,Gas Chromatograph GC-2010,6,,,500
Report_1185,Ion Chromatograph IC-2100,7,,,75
Report_1185,HPLC System HPLC-9000,7,1,4,0.75
Report_1185,Rheometer R-4500,,,,350
Report_1185,Viscometer VS-300,,,,1947.43
Report_1185,Conductivity Meter CM-215,7,1,5,1800
Report_1185,Four Ball FB-1000,7,,,0.55
Report_1185,Centrifuge X100,6,2,,12000
Report_1194,Microplate Reader MRX,0,2,4,3.2
Report_1194,UV-Vis Spectrophotometer UV-2600,0,1,4,2.8
Report_1194,PCR Machine PCR-96,7,2,5,16.5
Report_1195,X-Ray Diffractometer XRD-6000,,,,120 °C
Report_1195,FTIR Spectrometer FTIR-8400,,,,1500 1/cm
Report_120,UV-Vis Spectrophotometer UV-2600,6,3,5,1.2
Report_120,HPLC System HPLC-9000,6,1,,250.5
Report_120,Gas Chromatograph GC-2010,7,3,,450.8
Report_120,HPLC System HPLC-9000,7,2,,500.2
Report_120,Rheometer R-4500,0,3,,25.4
Report_120,pH Meter PH-700,0,3,4,7.4
Report_120,Viscometer VS-300,6,3,4,5025.2
Report_120,Viscometer VS-300,7,1,5,7108.01
Report_1200,Rheometer R-4500,0,1,,500
Report_1200,Rheometer R-4500,7,3,,750
Report_1200,pH Meter PH-700,7,2,4,7
Report_1200,pH Meter PH-700,0,3,,6
Report_1200,X-Ray Diffractometer XRD-6000,6,,,100
Report_1200,X-Ray Diffractometer XRD-6000,7,1,,120
Report_1200,Microplate Reader MRX,6,2,,2.5
Report_1200,Spectrometer Alpha-300,6,1,,450
Report_1200,NMR Spectrometer NMR-500,0,2,5,10
Report_1200,FTIR Spectrometer FTIR-8400,6,3,,1500
Report_1200,Viscometer VS-300,0,3,,2695.16
Report_1200,Viscometer VS-300,6,4,,4727.33
Report_1206,Four Ball FB-1000,7,5,,0.65
Report_1206,X-Ray Diffractometer XRD-6000,0,2,4,45
Report_1206,Mass Spectrometer MS-20,6,3,,1500
Report_1206,Ion Chromatograph IC-2100,7,1,4,50
Report_1223,HPLC System HPLC-9000,0,,,870.5
Report_1223,X-Ray Diffractometer XRD-6000,0,,,50
Report_1223,Thermocycler TC-5000,6,,,72
Report_1223,Mass Spectrometer MS-20,7,,,1200
Report_1223,pH Meter PH-700,6,,,7
Report_1223,PCR Machine PCR-96,7,,,25
Report_1223,Four Ball FB-1000,0,,,0.6
Report_1223,Rheometer R-4500,6,,,250
Report_1223,UV-Vis Spectrophotometer UV-2600,7,,,1.8
Report_1223,Viscometer VS-300,6,,,4802.12
Report_1223,Viscometer VS-300,7,,,7418.99
Report_1226,Mass Spectrometer MS-20,0,2,4,1750
Report_1226,Liquid Chromatograph LC-400,6,5,,250
Report_1226,NMR Spectrometer NMR-500,0,3,,5.5
Report_1226,UV-Vis Spectrophotometer UV-2600,7,1,4,1.8
Report_1226,Conductivity Meter CM-215,0,3,5,1500
Report_1226,Viscometer VS-300,7,5,,7446.19
Report_1226,Viscometer VS-300,6,4,,5042.01
Report_1226,Four Ball FB-1000,7,2,,0.75
Report_1226,Thermocycler TC-5000,6,2,5,85
Report_1228,FTIR Spectrometer FTIR-8400,6,4,,Wavenumber
Report_1228,NMR Spectrometer NMR-500,7,1,4,Chemical Shift
Report_1228,X-Ray Diffractometer XRD-6000,0,1,,Angle
Report_1228,Ion Chromatograph IC-2100,7,1,5,Concentration
Report_1228,pH Meter PH-700,6,1,5,pH
Report_1228,Liquid Chromatograph LC-400,6,2,5,Concentration
Report_1228,UV-Vis Spectrophotometer UV-2600,6,3,,Absorbance
Report_1228,HPLC System HPLC-9000,0,3,4,Concentration
Report_1228,Centrifuge X100,0,3,5,Speed
Report_1228,Spectrometer Alpha-300,7,3,4,Wavelength
Report_1237,Spectrometer Alpha-300,0,3,,300
Report_1237,HPLC System HPLC-9000,6,3,5,0.5
Report_1237,Liquid Chromatograph LC-400,6,1,4,50
Report_1237,Gas Chromatograph GC-2010,7,1,4,500
Report_1237,Mass Spectrometer MS-20,7,2,5,1500
Report_1237,Conductivity Meter CM-215,7,3,,1000
Report_1237,PCR Machine PCR-96,0,4,,30
Report_1237,Centrifuge X100,,,,
Report_1237,Spectrometer Alpha-300,6,2,4,450
Report_1237,HPLC System HPLC-9000,6,4,,0.7
Report_1253,Spectrometer Alpha-300,0,4,,Absorption Peak
Report_1253,pH Meter PH-700,6,4,,pH Level
Report_1253,Liquid Chromatograph LC-400,7,1,5,Concentration
Report_1253,X-Ray Diffractometer XRD-6000,0,2,4,Temperature
Report_1253,Thermocycler TC-5000,6,2,,Thermal Profile
Report_1253,Conductivity Meter CM-215,6,3,5,Conductivity
Report_1253,Titrator T-905,7,2,,Molarity
Report_1253,Viscometer VS-300,7,,,Viscosity
Report_1253,Viscometer VS-300,0,2,5,Viscosity
Report_1262,Rheometer R-4500,6,1,,Viscosity
Report_1262,Four Ball FB-1000,7,2,,Wear Scar Diameter
Report_1262,Ion Chromatograph IC-2100,6,,5,Concentration
Report_1262,X-Ray Diffractometer XRD-6000,0,,,Melting Point
Report_1262,Microplate Reader MRX,6,4,,Optical Density
Report_1262,Centrifuge X100,7,1,,Rotational Speed
Report_1262,pH Meter PH-700,6,1,5,pH
Report_1262,FTIR Spectrometer FTIR-8400,7,2,5,Absorbance
Report_1262,Viscometer VS-300,6,,,Viscosity
Report_1262,Viscometer VS-300,6,5,,Viscosity
Report_128,Four Ball FB-1000,6,2,,Wear Scar: 0.750 mm
Report_128,Liquid Chromatograph LC-400,7,2,4,250 μg/mL
Report_128,Centrifuge X100,0,3,4,12000 RPM
Report_128,Viscometer VS-300,6,1,4,4728.66 cP
Report_1308,FTIR Spectrometer FTIR-8400,,,,3500
Report_1308,Titrator T-905,,,,0.002
Report_1308,Four Ball FB-1000,,,,0.75
Report_1308,Viscometer VS-300,,,,4844.69
Report_1308,Viscometer VS-300,,,,7284.85
Report_1316,Centrifuge X100,0,1,5,Identified Peaks
Report_1316,Centrifuge X100,6,4,,Resonance Verified
Report_1316,Centrifuge X100,0,1,5,Component Quantified
Report_133,Spectrometer Alpha-300,7,5,,750
Report_133,UV-Vis Spectrophotometer UV-2600,0,3,5,1.25
Report_133,Microplate Reader MRX,7,3,,2.5
Report_133,Spectrometer Alpha-300,0,1,4,850
Report_133,Four Ball FB-1000,6,2,,0.5
Report_133,Four Ball FB-1000,6,,,0.75
Report_133,Conductivity Meter CM-215,0,1,5,1500
Report_133,Conductivity Meter CM-215,7,3,,1800
Report_133,Viscometer VS-300,7,1,5,7322.09
Report_133,Viscometer VS-300,0,3,5,2628.15
Report_133,Ion Chromatograph IC-2100,6,2,4,75
Report_1344,NMR Spectrometer NMR-500,,,,15.3
Report_1344,Gas Chromatograph GC-2010,7,3,5,329.9
Report_1344,Mass Spectrometer MS-20,,,,1024
Report_1344,Ion Chromatograph IC-2100,,,,18.6
Report_1344,pH Meter PH-700,,,,7.1
Report_1344,Titrator T-905,6,,,5.2
Report_1344,Viscometer VS-300,0,2,5,1856.31
Report_1344,Viscometer VS-300,0,2,5,1880.08
Report_1344,Viscometer VS-300,7,1,4,7164.26
Report_1344,PCR Machine PCR-96,0,3,5,28.4
Report_1344,UV-Vis Spectrophotometer UV-2600,6,,,1.7
Report_1344,Microplate Reader MRX,7,3,4,2.8
Report_1344,HPLC System HPLC-9000,7,2,4,482.7
